Date,MSFT,AAPL,AMZN,SP 500
3/23/17,64.87,35.23,847.38,234.03
3/24/17,64.98,35.16,845.61,233.86
3/27/17,65.1,35.22,846.82,233.62
3/28/17,65.29,35.95,856,235.32
3/29/17,65.47,36.03,874.32,235.54
3/30/17,65.71,35.98,876.34,236.29
3/31/17,65.86,35.92,886.54,235.74
4/3/17,65.55,35.92,891.51,235.33
4/4/17,65.73,36.19,906.83,235.48
4/5/17,65.56,36.01,909.28,234.78
4/6/17,65.73,35.92,898.28,235.44
4/7/17,65.68,35.84,894.88,235.2
4/10/17,65.53,35.79,907.04,235.34
4/11/17,65.48,35.41,902.36,235.06
4/12/17,65.23,35.45,896.23,234.03
4/13/17,64.95,35.26,884.67,232.51
4/17/17,65.48,35.46,901.99,234.57
4/18/17,65.39,35.3,903.78,233.87
4/19/17,65.04,35.17,899.2,233.44
4/20/17,65.5,35.61,902.06,235.34
4/21/17,66.4,35.57,898.53,234.59
4/24/17,67.53,35.91,907.41,237.17
4/25/17,67.92,36.13,907.62,238.55
4/26/17,67.83,35.92,909.29,238.4
4/27/17,68.27,35.95,918.38,238.6
4/28/17,68.46,35.91,924.99,238.08
5/1/17,69.41,36.65,948.23,238.68
5/2/17,69.3,36.88,946.94,238.77
5/3/17,69.08,36.77,941.03,238.48
5/4/17,68.81,36.63,937.53,238.76
5/5/17,69,37.24,934.15,239.7
5/8/17,68.94,38.25,949.04,239.66
5/9/17,69.04,38.5,952.82,239.44
5/10/17,69.31,38.32,948.95,239.87
5/11/17,68.46,38.49,947.62,239.38
5/12/17,68.38,39.03,961.35,238.98
5/15/17,68.43,38.92,957.97,240.3
5/16/17,69.41,38.87,966.07,240.08
5/17/17,67.48,37.56,944.76,235.82
5/18/17,67.71,38.14,958.49,236.77
5/19/17,67.69,38.27,959.84,238.31
5/22/17,68.45,38.5,970.67,239.52
5/23/17,68.68,38.45,971.54,240.05
5/24/17,68.77,38.34,980.35,240.61
5/25/17,69.62,38.47,993.38,241.76
5/26/17,69.96,38.4,995.78,241.71
5/30/17,70.41,38.42,996.7,241.5
5/31/17,69.84,38.19,994.62,241.44
6/1/17,70.1,38.3,995.95,243.36
6/2/17,71.76,38.86,1006.73,244.17
6/5/17,72.28,38.48,1011.34,243.99
6/6/17,72.52,38.61,1003,243.21
6/7/17,72.39,38.84,1010.07,243.66
6/8/17,71.95,38.75,1010.27,243.78
6/9/17,70.32,37.24,978.31,243.41
6/12/17,69.78,36.35,964.91,243.36
6/13/17,70.65,36.65,980.79,244.55
6/14/17,70.27,36.29,976.47,244.24
6/15/17,69.9,36.07,964.17,243.77
6/16/17,70,35.57,987.71,242.64
6/19/17,70.87,36.59,995.17,244.66
6/20/17,69.91,36.25,992.59,243.01
6/21/17,70.27,36.47,1002.23,242.95
6/22/17,70.26,36.41,1001.3,242.84
6/23/17,71.21,36.57,1003.74,243.13
6/26/17,70.53,36.46,993.98,243.29
6/27/17,69.21,35.93,976.78,241.33
6/28/17,69.8,36.46,990.33,243.49
6/29/17,68.49,35.92,975.93,241.35
6/30/17,68.93,36.01,968,241.8
7/3/17,68.17,35.88,953.66,242.21
7/5/17,69.08,36.02,971.4,242.77
7/6/17,68.57,35.68,965.14,240.55
7/7/17,69.46,36.05,978.76,242.11
7/10/17,69.98,36.27,996.47,242.37
7/11/17,69.99,36.38,994.13,242.19
7/12/17,71.15,36.44,1006.51,244.01
7/13/17,71.77,36.94,1000.63,244.42
7/14/17,72.78,37.26,1001.81,245.56
7/17/17,73.35,37.39,1010.04,245.53
7/18/17,73.3,37.52,1024.45,245.66
7/19/17,73.86,37.76,1026.87,246.99
7/20/17,74.22,37.59,1028.7,247.1
7/21/17,73.79,37.57,1025.67,246.88
7/24/17,73.6,38.02,1038.95,246.82
7/25/17,74.19,38.19,1039.87,247.42
7/26/17,74.05,38.37,1052.8,247.43
7/27/17,73.16,37.64,1046,247.2
7/28/17,73.04,37.38,1020.04,246.91
7/31/17,72.7,37.18,987.78,246.77
8/1/17,72.58,37.51,996.19,247.32
8/2/17,72.26,39.28,995.89,247.44
8/3/17,72.15,38.89,986.92,246.96
8/4/17,72.68,39.1,987.58,247.41
8/7/17,72.4,39.7,992.27,247.87
8/8/17,72.79,40.02,989.84,247.26
8/9/17,72.47,40.27,982.01,247.25
8/10/17,71.41,38.83,956.92,243.76
8/11/17,72.5,39.37,967.99,244.12
8/14/17,73.59,39.96,983.3,246.54
8/15/17,73.22,40.4,982.74,246.51
8/16/17,73.65,40.24,978.18,246.94
8/17/17,72.4,39.47,960.57,243.09
8/18/17,72.49,39.38,958.47,242.71
8/21/17,72.15,39.3,953.29,242.9
8/22/17,73.16,39.95,966.9,245.44
8/23/17,72.72,39.99,958,244.56
8/24/17,72.69,39.82,952.45,243.99
8/25/17,72.82,39.97,945.26,244.56
8/28/17,72.83,40.37,946.02,244.57
8/29/17,73.05,40.73,954.06,244.85
8/30/17,74.01,40.84,967.59,246.01
8/31/17,74.77,41,980.6,247.49
9/1/17,73.94,41.01,978.25,247.84
9/5/17,73.61,40.52,965.27,246.06
9/6/17,73.4,40.48,967.8,246.9
9/7/17,74.34,40.32,979.47,246.87
9/8/17,73.98,39.66,965.9,246.58
9/11/17,74.76,40.38,977.96,249.21
9/12/17,74.68,40.22,982.58,250.05
9/13/17,75.21,39.91,999.6,250.17
9/14/17,74.77,39.57,992.21,250.09
9/15/17,75.31,39.97,986.79,249.19
9/18/17,75.16,39.67,974.19,249.72
9/19/17,75.44,39.68,969.86,249.97
9/20/17,74.94,39.02,973.21,250.06
9/21/17,74.21,38.35,964.65,249.39
9/22/17,74.41,37.97,955.1,249.44
9/25/17,73.26,37.64,939.79,248.93
9/26/17,73.26,38.28,938.6,249.08
9/27/17,73.85,38.56,950.87,250.05
9/28/17,73.87,38.32,956.4,250.35
9/29/17,74.49,38.53,961.35,251.23
10/2/17,74.61,38.45,959.19,252.32
10/3/17,74.26,38.62,957.1,252.86
10/4/17,74.69,38.37,965.45,253.16
10/5/17,75.97,38.85,980.85,254.66
10/6/17,76,38.83,989.58,254.37
10/9/17,76.29,38.96,990.99,253.95
10/10/17,76.29,38.98,987.2,254.62
10/11/17,76.42,39.14,995,255.02
10/12/17,77.12,39,1000.93,254.64
10/13/17,77.49,39.25,1002.94,254.95
10/16/17,77.65,39.97,1006.34,255.29
10/17/17,77.59,40.12,1009.13,255.47
10/18/17,77.61,39.94,997,255.72
10/19/17,77.91,38.99,986.61,255.79
10/20/17,78.81,39.06,982.91,257.11
10/23/17,78.83,39.04,966.3,256.11
10/24/17,78.86,39.28,975.9,256.56
10/25/17,78.63,39.1,972.91,255.29
10/26/17,78.76,39.35,972.43,255.62
10/27/17,83.81,40.76,1100.95,257.71
10/30/17,83.89,41.68,1110.85,256.75
10/31/17,83.18,42.26,1105.28,257.15
11/1/17,83.18,41.72,1103.68,257.49
11/2/17,84.05,42.03,1094.22,257.59
11/3/17,84.14,43.13,1111.6,258.45
11/6/17,84.47,43.56,1120.66,258.85
11/7/17,84.27,43.7,1123.17,258.67
11/8/17,84.56,44.06,1132.88,259.11
11/9/17,84.09,43.97,1129.13,258.17
11/10/17,83.87,43.67,1125.35,258.09
11/13/17,83.93,43.49,1129.17,258.33
11/14/17,84.05,42.84,1136.84,257.73
11/15/17,82.98,42.27,1126.69,256.44
11/16/17,83.2,42.78,1137.29,258.62
11/17/17,82.4,42.54,1129.88,257.86
11/20/17,82.53,42.5,1126.31,258.3
11/21/17,83.72,43.29,1139.49,259.99
11/22/17,83.11,43.74,1156.16,259.76
11/24/17,83.26,43.74,1186,260.36
11/27/17,83.87,43.52,1195.83,260.23
11/28/17,84.88,43.27,1193.6,262.87
11/29/17,83.34,42.37,1161.27,262.71
11/30/17,84.17,42.96,1176.75,265.01
12/1/17,84.26,42.76,1162.35,264.46
12/4/17,81.08,42.45,1133.95,264.14
12/5/17,81.59,42.41,1141.57,263.19
12/6/17,82.78,42.25,1152.35,263.24
12/7/17,82.49,42.33,1159.79,264.07
12/8/17,84.16,42.34,1162,265.51
12/11/17,85.23,43.17,1168.92,266.31
12/12/17,85.58,42.93,1165.08,266.78
12/13/17,85.35,43.07,1164.13,266.75
12/14/17,84.69,43.06,1174.26,265.66
12/15/17,86.85,43.49,1179.14,266.51
12/18/17,86.38,44.11,1190.58,268.2
12/19/17,85.83,43.64,1187.38,267.17
12/20/17,85.52,43.59,1177.62,267.03
12/21/17,85.5,43.75,1174.76,267.58
12/22/17,85.51,43.75,1168.36,267.51
12/26/17,85.4,42.64,1176.76,267.19
12/27/17,85.71,42.65,1182.26,267.32
12/28/17,85.72,42.77,1186.1,267.87
12/29/17,85.54,42.31,1169.47,266.86
1/2/18,85.95,43.07,1189.01,268.77
1/3/18,86.35,43.06,1204.2,270.47
1/4/18,87.11,43.26,1209.59,271.61
1/5/18,88.19,43.75,1229.14,273.42
1/8/18,88.28,43.59,1246.87,273.92
1/9/18,88.22,43.58,1252.7,274.54
1/10/18,87.82,43.57,1254.33,274.12
1/11/18,88.08,43.82,1276.68,276.12
1/12/18,89.6,44.27,1305.2,277.92
1/16/18,88.35,44.05,1304.86,276.97
1/17/18,90.14,44.78,1295,279.61
1/18/18,90.1,44.82,1293.32,279.14
1/19/18,90,44.62,1294.58,280.41
1/22/18,91.61,44.25,1327.31,282.69
1/23/18,91.9,44.26,1362.54,283.29
1/24/18,91.82,43.56,1357.51,283.18
1/25/18,92.33,42.78,1377.95,283.3
1/26/18,94.06,42.88,1402.05,286.58
1/29/18,93.92,41.99,1417.68,284.68
1/30/18,92.74,41.74,1437.82,281.76
1/31/18,95.01,41.86,1450.89,281.9
2/1/18,94.26,41.95,1390,281.58
2/2/18,91.78,40.13,1429.95,275.45
2/5/18,88,39.12,1390,263.93
2/6/18,91.33,40.76,1442.84,269.13
2/7/18,89.61,39.89,1416.78,267.67
2/8/18,85.01,38.79,1350.5,257.63
2/9/18,88.18,39.1,1339.6,261.5
2/12/18,89.13,40.68,1386.23,265.34
2/13/18,89.83,41.09,1414.51,266
2/14/18,90.81,41.84,1451.05,269.59
2/15/18,92.66,43.25,1461.76,273.03
2/16/18,92,43.11,1448.69,273.11
2/20/18,92.72,42.96,1468.35,271.4
2/21/18,91.49,42.77,1482.92,270.05
2/22/18,91.73,43.13,1485.34,270.4
2/23/18,94.06,43.88,1500,274.71
2/26/18,95.42,44.74,1521.95,277.9
2/27/18,94.2,44.6,1511.98,274.43
2/28/18,93.77,44.53,1512.45,271.65
3/1/18,92.85,43.75,1493.45,267.7
3/2/18,93.05,44.05,1500.25,269.08
3/5/18,93.64,44.21,1523.61,272.19
3/6/18,93.32,44.17,1537.64,272.88
3/7/18,93.86,43.76,1545,272.78
3/8/18,94.43,44.24,1551.86,274.1
3/9/18,96.54,45,1578.89,278.87
3/12/18,96.77,45.43,1598.39,278.52
3/13/18,94.41,44.99,1588.18,276.72
3/14/18,93.85,44.61,1591,275.3
3/15/18,94.18,44.66,1582.32,275
3/16/18,94.6,44.51,1571.68,274.2
3/19/18,92.89,43.83,1544.93,270.49
3/20/18,93.13,43.81,1586.51,270.95
3/21/18,92.48,42.82,1581.86,270.43
3/22/18,89.79,42.21,1544.92,263.67
3/23/18,87.18,41.24,1495.56,258.05
3/26/18,93.78,43.19,1555.86,265.11
3/27/18,89.47,42.09,1497.05,260.6
3/28/18,89.39,41.62,1431.42,259.83
3/29/18,91.27,41.95,1447.34,263.15
4/2/18,88.52,41.67,1371.99,257.47
4/3/18,89.71,42.1,1392.05,260.77
4/4/18,92.33,42.9,1410.57,263.56
4/5/18,92.38,43.2,1451.75,265.64
4/6/18,90.23,42.1,1405.23,259.72
4/9/18,90.77,42.51,1406.08,261
4/10/18,92.88,43.31,1436.22,265.15
4/11/18,91.86,43.11,1427.05,263.76
4/12/18,93.58,43.54,1448.5,265.93
4/13/18,93.08,43.68,1430.79,265.15
4/16/18,94.17,43.96,1441.5,267.33
4/17/18,96.07,44.56,1503.83,270.19
4/18/18,96.44,44.46,1527.84,270.39
4/19/18,96.11,43.2,1556.91,268.89
4/20/18,95,41.43,1527.49,266.61
4/23/18,95.35,41.31,1517.86,266.57
4/24/18,93.12,40.74,1460.09,262.98
4/25/18,92.31,40.91,1460.17,263.63
4/26/18,94.26,41.06,1517.96,266.31
4/27/18,95.82,40.58,1572.62,266.56
4/30/18,93.52,41.32,1566.13,264.51
5/1/18,95,42.28,1582.26,264.98
5/2/18,93.51,44.14,1569.68,263.2
5/3/18,94.07,44.22,1572.08,262.62
5/4/18,95.16,45.96,1580.95,266.02
5/7/18,96.22,46.29,1600.14,266.92
5/8/18,95.81,46.51,1592.39,266.92
5/9/18,96.94,46.84,1608,269.5
5/10/18,97.91,47.51,1609.08,272.02
5/11/18,97.7,47.15,1602.91,272.85
5/14/18,98.03,47.04,1601.54,272.98
5/15/18,97.32,46.61,1576.12,271.1
5/16/18,97.15,47.05,1587.28,272.24
5/17/18,96.18,46.75,1581.76,272.01
5/18/18,96.36,46.58,1574.37,271.33
5/21/18,97.6,46.91,1585.46,273.37
5/22/18,97.5,46.79,1581.4,272.61
5/23/18,98.66,47.09,1601.86,273.36
5/24/18,98.31,47.04,1603.07,272.8
5/25/18,98.36,47.15,1610.15,272.15
5/29/18,98.01,46.98,1612.87,269.02
5/30/18,98.95,46.88,1624.89,272.61
5/31/18,98.84,46.88,1629.62,270.94
6/1/18,100.79,47.56,1641.54,273.6
6/4/18,101.67,47.96,1665.27,274.9
6/5/18,102.19,48.33,1696.35,275.1
6/6/18,102.49,48.5,1695.75,277.4
6/7/18,100.88,48.37,1689.3,277.37
6/8/18,101.63,47.93,1683.99,278.19
6/11/18,101.05,47.81,1689.12,278.56
6/12/18,101.31,48.07,1698.75,278.92
6/13/18,100.85,47.68,1704.86,278.03
6/14/18,101.42,47.7,1723.86,278.73
6/15/18,100.13,47.21,1715.97,277.13
6/18/18,100.86,47.19,1723.79,276.56
6/19/18,100.86,46.42,1734.78,275.5
6/20/18,101.87,46.63,1750.08,275.97
6/21/18,101.14,46.37,1730.22,274.24
6/22/18,100.41,46.23,1715.67,274.74
6/25/18,98.39,45.54,1663.15,271
6/26/18,99.08,46.11,1691.09,271.6
6/27/18,97.54,46.04,1660.51,269.35
6/28/18,98.63,46.38,1701.45,270.89
6/29/18,98.61,46.28,1699.8,271.28
7/2/18,100.01,46.8,1713.78,271.86
7/3/18,99.05,45.98,1693.96,270.9
7/5/18,99.76,46.35,1699.73,273.11
7/6/18,101.16,46.99,1710.63,275.42
7/9/18,101.85,47.65,1739.02,277.9
7/10/18,102.12,47.59,1743.07,278.9
7/11/18,101.98,46.97,1755,276.86
7/12/18,104.19,47.76,1796.62,279.37
7/13/18,105.43,47.83,1813.03,279.59
7/16/18,104.91,47.73,1822.49,279.34
7/17/18,105.95,47.86,1843.93,280.47
7/18/18,105.12,47.6,1842.92,281.06
7/19/18,104.4,47.97,1812.97,280
7/20/18,106.27,47.86,1813.7,279.68
7/23/18,107.97,47.86,1802,280.2
7/24/18,107.66,48.25,1829.24,281.61
7/25/18,110.83,48.71,1863.61,284.01
7/26/18,109.62,48.55,1808,283.34
7/27/18,107.68,47.75,1817.27,281.42
7/30/18,105.37,47.48,1779.22,279.95
7/31/18,106.08,47.57,1777.44,281.33
8/1/18,106.28,50.38,1797.17,280.86
8/2/18,107.57,51.85,1834.33,282.39
8/3/18,108.04,52,1823.29,283.6
8/6/18,108.13,52.27,1847.75,284.64
8/7/18,108.88,51.78,1862.48,285.58
8/8/18,109.49,51.81,1886.52,285.46
8/9/18,109.67,52.22,1898.52,285.07
8/10/18,109,51.88,1886.3,283.16
8/13/18,108.21,52.22,1896.2,282.1
8/14/18,109.56,52.44,1919.65,283.9
8/15/18,107.66,52.56,1882.62,281.78
8/16/18,107.64,53.33,1886.52,284.06
8/17/18,107.58,54.4,1882.22,285.06
8/20/18,106.87,53.87,1876.71,285.67
8/21/18,105.98,53.76,1883.42,286.34
8/22/18,107.06,53.76,1904.9,286.17
8/23/18,107.56,53.87,1902.9,285.79
8/24/18,108.4,54.04,1905.39,287.51
8/27/18,109.6,54.49,1927.68,289.78
8/28/18,110.26,54.93,1932.82,289.92
8/29/18,112.02,55.75,1998.1,291.48
8/30/18,111.95,56.26,2002.38,290.3
8/31/18,112.33,56.91,2012.71,290.31
9/4/18,111.71,57.09,2039.51,289.81
9/5/18,108.49,56.72,1994.82,289.03
9/6/18,108.74,55.78,1958.31,288.16
9/7/18,108.21,55.33,1952.07,287.6
9/10/18,109.38,54.58,1939.01,288.1
9/11/18,111.24,55.96,1987.15,289.05
9/12/18,111.71,55.27,1990,289.12
9/13/18,112.91,56.6,1989.87,290.83
9/14/18,113.37,55.96,1970.19,290.88
9/17/18,112.14,54.47,1908.03,289.34
9/18/18,113.21,54.56,1941.05,290.91
9/19/18,111.7,54.59,1926.42,291.22
9/20/18,113.57,55.01,1944.3,293.58
9/21/18,114.26,54.42,1915.01,291.99
9/24/18,114.67,55.2,1934.36,291.02
9/25/18,114.45,55.55,1974.55,290.75
9/26/18,113.98,55.11,1974.85,289.88
9/27/18,114.41,56.24,2012.98,290.69
9/28/18,114.37,56.44,2003,290.72
10/1/18,115.61,56.82,2004.36,291.73
10/2/18,115.15,57.32,1971.31,291.56
10/3/18,115.17,58.02,1952.76,291.72
10/4/18,112.79,57,1909.42,289.44
10/5/18,112.13,56.07,1889.65,287.82
10/8/18,110.85,55.94,1864.42,287.82
10/9/18,112.26,56.72,1870.32,287.4
10/10/18,106.16,54.09,1755.25,278.3
10/11/18,105.91,53.61,1719.36,272.17
10/12/18,109.57,55.53,1788.61,275.95
10/15/18,107.6,54.34,1760.95,274.4
10/16/18,111,55.54,1819.96,280.4
10/17/18,110.71,55.3,1831.73,280.45
10/18/18,108.5,54.01,1770.72,276.4
10/19/18,108.66,54.83,1764.03,276.25
10/22/18,109.63,55.16,1789.3,275.01
10/23/18,108.1,55.68,1768.7,273.61
10/24/18,102.32,53.77,1664.2,265.32
10/25/18,108.3,54.95,1782.17,270.08
10/26/18,106.96,54.08,1642.81,265.33
10/29/18,103.85,53.06,1538.88,263.86
10/30/18,103.73,53.33,1530.42,267.77
10/31/18,106.81,54.72,1598.01,270.63
11/1/18,105.92,55.56,1665.53,273.51
11/2/18,106.16,51.87,1665.53,271.89
11/5/18,107.51,50.4,1627.8,273.39
11/6/18,107.72,50.94,1642.81,275.12
11/7/18,111.96,52.49,1755.49,281.01
11/8/18,111.75,52.12,1754.91,280.5
11/9/18,109.57,51.12,1712.43,277.76
11/12/18,106.87,48.54,1636.85,272.57
11/13/18,106.94,48.06,1631.17,272.06
11/14/18,104.97,46.7,1599.01,270.2
11/15/18,107.28,47.85,1619.44,273.02
11/16/18,108.29,48.38,1593.41,273.73
11/19/18,104.62,46.47,1512.29,269.1
11/20/18,101.71,44.25,1495.46,264.12
11/21/18,103.11,44.2,1516.73,265.02
11/23/18,103.07,43.07,1502.06,263.25
11/26/18,106.47,43.66,1581.33,267.5
11/27/18,107.14,43.56,1581.42,268.4
11/28/18,111.12,45.24,1677.75,274.58
11/29/18,110.19,44.89,1673.57,273.98
11/30/18,110.89,44.65,1690.17,275.65
12/3/18,112.09,46.21,1772.36,279.3
12/4/18,108.52,44.17,1668.4,270.25
12/6/18,109.19,43.68,1699.19,269.84
12/7/18,104.82,42.12,1629.13,263.57
12/10/18,107.59,42.4,1641.03,264.07
12/11/18,108.59,42.16,1643.24,264.13
12/12/18,109.08,42.28,1663.54,265.46
12/13/18,109.45,42.74,1658.38,265.37
12/14/18,106.03,41.37,1591.91,260.47
12/17/18,102.89,40.99,1520.91,255.36
12/18/18,103.97,41.52,1551.48,255.08
12/19/18,103.69,40.22,1495.08,251.26
12/20/18,101.51,39.21,1460.83,247.17
12/21/18,98.23,37.68,1377.45,240.7
12/24/18,94.13,36.71,1343.96,234.34
12/26/18,100.56,39.29,1470.9,246.18
12/27/18,101.18,39.04,1461.64,248.07
12/28/18,100.39,39.06,1478.02,247.75
12/31/18,101.57,39.44,1501.97,249.92
1/2/19,101.12,39.48,1539.13,250.18
1/3/19,97.4,35.55,1500.28,244.21
1/4/19,101.93,37.07,1575.39,252.39
1/7/19,102.06,36.98,1629.51,254.38
1/8/19,102.8,37.69,1656.58,256.77
1/9/19,104.27,38.33,1659.42,257.97
1/10/19,103.6,38.45,1656.22,258.88
1/11/19,102.8,38.07,1640.56,258.98
1/14/19,102.05,37.5,1617.21,257.4
1/15/19,105.01,38.27,1674.56,260.35
1/16/19,105.38,38.74,1683.78,260.98
1/17/19,106.12,38.97,1693.22,262.96
1/18/19,107.71,39.21,1696.2,266.46
1/22/19,105.68,38.33,1632.17,262.86
1/23/19,106.71,38.48,1640.02,263.41
1/24/19,106.2,38.17,1654.93,263.55
1/25/19,107.17,39.44,1670.57,265.78
1/28/19,105.08,39.08,1637.89,263.76
1/29/19,102.94,38.67,1593.88,263.41
1/30/19,106.38,41.31,1670.43,267.58
1/31/19,104.43,41.61,1718.73,269.93
2/1/19,102.78,41.63,1626.23,270.06
2/4/19,105.74,42.81,1633.31,271.96
2/5/19,107.22,43.55,1658.81,273.1
2/6/19,106.03,43.56,1640.26,272.74
2/7/19,105.27,42.74,1614.37,270.14
2/8/19,105.67,42.6,1588.22,270.47
2/11/19,105.25,42.36,1591,270.62
2/12/19,106.89,42.72,1638.01,274.1
2/13/19,106.81,42.55,1640,274.99
2/14/19,106.9,42.7,1622.65,274.38
2/15/19,108.22,42.61,1607.95,277.37
2/19/19,108.17,42.73,1627.58,277.85
2/20/19,107.15,43.01,1622.1,278.41
2/21/19,109.41,42.77,1619.44,277.42
2/22/19,110.97,43.24,1631.56,279.14
2/25/19,111.59,43.56,1633,279.52
2/26/19,112.36,43.58,1636.4,279.32
2/27/19,112.17,43.72,1641.09,279.2
2/28/19,112.03,43.29,1639.83,278.68
3/1/19,112.53,43.74,1671.73,280.42
3/4/19,112.26,43.96,1696.17,279.4
3/5/19,111.7,43.88,1692.43,279.02
3/6/19,111.75,43.63,1668.95,277.33
3/7/19,110.39,43.13,1625.95,275.01
3/8/19,110.51,43.23,1620.8,274.46
3/11/19,112.83,44.73,1670.62,278.44
3/12/19,113.62,45.23,1673.1,279.49
3/13/19,114.5,45.43,1690.81,281.34
3/14/19,114.59,45.93,1686.22,281.16
3/15/19,115.91,46.53,1712.36,281.31
3/18/19,117.57,47.01,1742.15,282.33
3/19/19,117.65,46.63,1761.85,282.4
3/20/19,117.52,47.04,1797.27,281.55
3/21/19,120.22,48.77,1819.26,284.73
3/22/19,117.05,47.76,1764.77,279.25
3/25/19,117.66,47.19,1774.26,279.04
3/26/19,117.91,46.7,1783.76,281.12
3/27/19,116.77,47.12,1765.7,279.65
3/28/19,116.93,47.18,1773.42,280.71
3/29/19,117.94,47.49,1780.75,282.48
4/1/19,119.02,47.81,1814.19,285.83
4/2/19,119.19,48.51,1813.98,285.97
4/3/19,119.97,48.84,1820.7,286.42
4/4/19,119.36,48.92,1818.86,287.18
4/5/19,119.89,49.25,1837.28,288.57
4/8/19,119.93,50.03,1849.86,288.79
4/9/19,119.28,49.88,1835.84,287.31
4/10/19,120.19,50.16,1847.33,288.29
4/11/19,120.33,49.74,1844.07,288.21
4/12/19,120.95,49.72,1843.06,290.16
4/15/19,121.05,49.81,1844.87,289.97
4/16/19,120.77,49.81,1863.04,290.16
4/17/19,121.77,50.78,1864.82,289.45
4/18/19,123.37,50.97,1861.69,290.02
4/22/19,123.76,51.13,1887.31,290.27
4/23/19,125.44,51.87,1923.77,292.88
4/24/19,125.01,51.79,1901.75,292.23
4/25/19,129.15,51.32,1902.25,292.05
4/26/19,129.89,51.08,1950.63,293.41
4/29/19,129.77,51.15,1938.43,293.87
4/30/19,130.6,50.17,1926.52,294.02
5/1/19,127.88,52.63,1911.52,291.81
5/2/19,126.21,52.29,1900.82,291.18
5/3/19,128.9,52.94,1962.46,294.03
5/6/19,128.15,52.12,1950.55,292.82
5/7/19,125.52,50.72,1921,287.93
5/8/19,125.51,50.73,1917.77,287.53
5/9/19,125.5,50.18,1899.87,286.66
5/10/19,127.13,49.3,1889.98,288.1
5/13/19,123.35,46.43,1822.68,280.86
5/14/19,124.73,47.17,1840.12,283.4
5/15/19,126.02,47.73,1871.15,285.06
5/16/19,128.93,47.52,1907.57,287.7
5/17/19,128.07,47.25,1869,285.84
5/20/19,126.22,45.77,1858.97,283.95
5/21/19,126.9,46.65,1857.52,286.51
5/22/19,127.67,45.7,1859.68,285.63
5/23/19,126.18,44.92,1815.48,282.14
5/24/19,126.24,44.74,1823.28,282.78
5/28/19,126.16,44.56,1836.43,280.15
5/29/19,124.94,44.35,1819.19,278.27
5/30/19,125.73,44.58,1816.32,279.03
5/31/19,123.68,43.77,1775.07,275.27
6/3/19,119.84,43.33,1692.69,274.57
6/4/19,123.16,44.91,1729.56,280.53
6/5/19,125.83,45.64,1738.5,282.96
6/6/19,127.82,46.31,1754.36,284.8
6/7/19,131.4,47.54,1804.03,287.65
6/10/19,132.6,48.15,1860.63,288.97
6/11/19,132.1,48.7,1863.7,288.9
6/12/19,131.49,48.55,1855.32,288.39
6/13/19,132.32,48.54,1870.3,289.58
6/14/19,132.45,48.19,1869.67,289.26
6/17/19,132.85,48.47,1886.03,289.37
6/18/19,135.16,49.61,1901.37,292.4
6/19/19,135.69,49.47,1908.79,293.06
6/20/19,136.95,49.87,1918.19,295.86
6/21/19,136.97,49.7,1911.3,294
6/24/19,137.78,49.65,1913.9,293.64
6/25/19,133.43,48.89,1878.27,290.76
6/26/19,133.93,49.95,1897.83,290.47
6/27/19,134.15,49.94,1904.28,291.5
6/28/19,133.96,49.48,1893.63,293
7/1/19,135.68,50.39,1922.19,295.66
7/2/19,136.58,50.68,1934.31,296.43
7/3/19,137.46,51.1,1939,298.8
7/5/19,137.06,51.06,1942.91,298.46
7/8/19,136.96,50.01,1952.32,296.82
7/9/19,136.46,50.31,1988.3,297.19
7/10/19,137.85,50.81,2017.41,298.61
7/11/19,138.4,50.44,2001.07,299.31
7/12/19,138.9,50.83,2011,300.65
7/15/19,138.9,51.3,2020.99,300.75
7/16/19,137.08,51.13,2009.9,299.71
7/17/19,136.27,50.84,1992.03,297.74
7/18/19,136.42,51.42,1977.9,298.83
7/19/19,136.62,50.65,1964.52,297.17
7/22/19,138.43,51.81,1985.63,297.9
7/23/19,139.29,52.21,1994.49,300.03
7/24/19,140.72,52.17,2000.81,301.44
7/25/19,140.19,51.76,1973.82,300
7/26/19,141.34,51.94,1943.05,302.01
7/29/19,141.03,52.42,1912.45,301.46
7/30/19,140.35,52.2,1898.53,300.72
7/31/19,136.27,53.26,1866.78,297.43
8/1/19,138.06,52.11,1855.32,294.84
8/2/19,136.9,51.01,1823.24,292.62
8/5/19,132.21,48.34,1765.13,283.82
8/6/19,134.69,49.25,1787.83,287.8
8/7/19,135.28,49.76,1793.4,287.97
8/8/19,138.89,50.86,1832.89,293.62
8/9/19,137.71,50.25,1807.58,291.62
8/12/19,135.79,50.12,1784.92,288.07
8/13/19,138.6,52.24,1824.34,292.55
8/14/19,133.98,50.69,1762.96,283.9
8/15/19,133.68,50.44,1776.12,284.65
8/16/19,136.13,51.63,1792.57,288.85
8/19/19,138.41,52.59,1816.12,292.33
8/20/19,137.26,52.59,1801.38,290.09
8/21/19,138.79,53.16,1823.54,292.45
8/22/19,137.78,53.12,1805.6,292.36
8/23/19,133.39,50.66,1749.62,284.85
8/26/19,135.45,51.62,1768.87,288
8/27/19,135.74,51.04,1761.83,286.87
8/28/19,135.56,51.38,1764.25,288.89
8/29/19,138.12,52.25,1786.4,292.58
8/30/19,137.86,52.19,1776.29,292.45
9/3/19,136.04,51.43,1789.84,290.74
9/4/19,137.63,52.3,1800.62,294.04
